Extension,Version,Folder,SizeMB,SizeGB
printagapublishingllc.pilots-studio,2.3.0-universal,printagapublishingllc.pilots-studio-2.3.0-universal,64.57,0.063
dlsxj101.peridot-vscode,0.7.1-win32-x64,dlsxj101.peridot-vscode-0.7.1-win32-x64,64.47,0.063
wenwj.luaforqc,0.2.44-universal,wenwj.luaforqc-0.2.44-universal,64.0,0.062
pranaydas.codelens-graph,0.2.4-universal,pranaydas.codelens-graph-0.2.4-universal,63.99,0.062
hybridtalentcomputing.cline-chinese,3.86.5-universal,hybridtalentcomputing.cline-chinese-3.86.5-universal,63.05,0.062
eclipse-cdt.vscode-trace-extension,0.8.0-universal,eclipse-cdt.vscode-trace-extension-0.8.0-universal,62.94,0.061
codemakerai.codemakerai,1.59.0-universal,codemakerai.codemakerai-1.59.0-universal,62.91,0.061
kuochunchang.goose-uml-vscode,0.3.3,kuochunchang.goose-uml-vscode-0.3.3,62.62,0.061
jessyleite.super-glb-viewer,0.1.16-universal,jessyleite.super-glb-viewer-0.1.16-universal,62.6,0.061
sasjs.sasjs-for-vscode,2.7.4-universal,sasjs.sasjs-for-vscode-2.7.4-universal,62.33,0.061
strawgate.kb-dashboard-compiler,0.4.1-win32-x64,strawgate.kb-dashboard-compiler-0.4.1-win32-x64,62.0,0.061
sumitkumarsingh.free-repo-agent,0.8.8-universal,sumitkumarsingh.free-repo-agent-0.8.8-universal,62.0,0.061
fundamentalresearchlabs.mog-xlsx-editor,0.10.3-universal,fundamentalresearchlabs.mog-xlsx-editor-0.10.3-universal,61.91,0.06
kylinideteam.python2-support,0.0.5-universal,kylinideteam.python2-support-0.0.5-universal,61.49,0.06
s-hiraoku.vscode-sidebar-terminal,1.1.0-win32-x64,s-hiraoku.vscode-sidebar-terminal-1.1.0-win32-x64,61.49,0.06
nexpath.nexpath-vscode,0.1.32-win32-x64,nexpath.nexpath-vscode-0.1.32-win32-x64,61.2,0.06
jaynightmare.md-to-deploy,0.1.5-universal,jaynightmare.md-to-deploy-0.1.5-universal,60.82,0.059
yohei1996.biz-agent,0.9.0-universal,yohei1996.biz-agent-0.9.0-universal,60.72,0.059
shaluoyan523.vibe-control,0.0.16-universal,shaluoyan523.vibe-control-0.0.16-universal,60.5,0.059
evolvecode-ai.evolve-ai,2.1.1-win32-x64,evolvecode-ai.evolve-ai-2.1.1-win32-x64,59.86,0.058
devsense.phptools-vscode,1.71.19014-win32-x64,devsense.phptools-vscode-1.71.19014-win32-x64,59.65,0.058
unlocalhosted.side-bae,1.4.0-universal,unlocalhosted.side-bae-1.4.0-universal,59.2,0.058
shopify.theme-check-vscode,3.11.6-universal,shopify.theme-check-vscode-3.11.6-universal,58.88,0.057
sergeyegorov.folder-color,3.0.0-universal,sergeyegorov.folder-color-3.0.0-universal,58.38,0.057
mutyai.mutyagent,1.0.36-universal,mutyai.mutyagent-1.0.36-universal,57.95,0.057
huggingface.huggingface-vscode,0.2.2-win32-x64,huggingface.huggingface-vscode-0.2.2-win32-x64,57.92,0.057
devcoreai-coding-agent.devcoreai-coding-agent,1.0.18-universal,devcoreai-coding-agent.devcoreai-coding-agent-1.0.18-universal,57.44,0.056
kieler.osgiviz,0.4.0-universal,kieler.osgiviz-0.4.0-universal,57.33,0.056
kylinideteam.kylin-python,0.4.3-universal,kylinideteam.kylin-python-0.4.3-universal,57.22,0.056
wallabyjs.console-ninja,1.0.536-universal,wallabyjs.console-ninja-1.0.536-universal,57.21,0.056
necatiarslan.awsflow,1.0.7-universal,necatiarslan.awsflow-1.0.7-universal,57.17,0.056
logspace.logspace-vscode,0.2.6,logspace.logspace-vscode-0.2.6,57.01,0.056
redhat.devspaces-copilot-chat-integration,0.36.2-universal,redhat.devspaces-copilot-chat-integration-0.36.2-universal,56.78,0.055
yy0931.vscode-sqlite3-editor,1.0.214-universal,yy0931.vscode-sqlite3-editor-1.0.214-universal,56.75,0.055
ironbee-ai.ironbee-devtools-vscode,0.1.2-universal,ironbee-ai.ironbee-devtools-vscode-0.1.2-universal,56.34,0.055
theqtcompany.qt-core,1.14.0-universal,theqtcompany.qt-core-1.14.0-universal,56.32,0.055
jakubkozera.csharp-dev-tools,1.6.1-universal,jakubkozera.csharp-dev-tools-1.6.1-universal,56.31,0.055
hitabisgmbh.oaklean,0.1.5-universal,hitabisgmbh.oaklean-0.1.5-universal,56.26,0.055
sphinx.sphinx-code,1.1.0-universal,sphinx.sphinx-code-1.1.0-universal,56.14,0.055
tomocraft.mcstructure-preview,1.1.2-universal,tomocraft.mcstructure-preview-1.1.2-universal,55.43,0.054
fiatinnovations.ola-code-buddy,4.3.13-universal,fiatinnovations.ola-code-buddy-4.3.13-universal,55.23,0.054
hackerzhuli.unity-code-pro,1.1.1-win32-x64,hackerzhuli.unity-code-pro-1.1.1-win32-x64,54.62,0.053
kodetech.krom,22.6.0-universal,kodetech.krom-22.6.0-universal,54.2,0.053
nromanov.dotnet-meteor,6.2.9-win32-x64,nromanov.dotnet-meteor-6.2.9-win32-x64,54.16,0.053
googlecloudtools.datacloud,0.6.1-universal,googlecloudtools.datacloud-0.6.1-universal,54.07,0.053
devmesh.devmesh-challenges,0.1.15-universal,devmesh.devmesh-challenges-0.1.15-universal,53.82,0.053
kirosho.mindsync,1.1.4-universal,kirosho.mindsync-1.1.4-universal,53.77,0.053
mongodb.mongodb-vscode,1.16.0-universal,mongodb.mongodb-vscode-1.16.0-universal,53.77,0.053
lucien-martijn.parquet-visualizer,0.31.1,lucien-martijn.parquet-visualizer-0.31.1,53.69,0.052
h5web.vscode-h5web,0.2.2-universal,h5web.vscode-h5web-0.2.2-universal,53.56,0.052
polygram.polygram,0.5.0-universal,polygram.polygram-0.5.0-universal,53.45,0.052
ligolang-publish.ligo-debugger-vscode,0.1.3-universal,ligolang-publish.ligo-debugger-vscode-0.1.3-universal,53.17,0.052
superbased.superbased-observer,1.19.0-win32-x64,superbased.superbased-observer-1.19.0-win32-x64,53.15,0.052
revaturepro.revature-python-labs,0.0.3-universal,revaturepro.revature-python-labs-0.0.3-universal,52.9,0.052
saoudrizwan.claude-dev,4.0.8-universal,saoudrizwan.claude-dev-4.0.8-universal,52.73,0.051
rust-lang.rust-analyzer,0.4.2972-win32-x64,rust-lang.rust-analyzer-0.4.2972-win32-x64,52.69,0.051
traves-theberge.nudgeai,1.0.7-universal,traves-theberge.nudgeai-1.0.7-universal,52.64,0.051
revaturepro-local.revaturepro-python-local,0.0.8-universal,revaturepro-local.revaturepro-python-local-0.0.8-universal,52.61,0.051
emanubiz.pinodes-orchestra-vscode,0.3.0-win32-x64,emanubiz.pinodes-orchestra-vscode-0.3.0-win32-x64,52.54,0.051
piuqiupiaqia.vvcode,1.3.6-universal,piuqiupiaqia.vvcode-1.3.6-universal,52.48,0.051
shengsuan-cloud.cline-shengsuan,3.89.3-universal,shengsuan-cloud.cline-shengsuan-3.89.3-universal,52.46,0.051
qiyefazhan.super-agent,3.3.5-universal,qiyefazhan.super-agent-3.3.5-universal,52.3,0.051
gguf.gguf,0.3.0-universal,gguf.gguf-0.3.0-universal,52.22,0.051
gguf.gguf-cline,0.1.1-universal,gguf.gguf-cline-0.1.1-universal,52.15,0.051
unievo.xpilot,2.2.0-universal,unievo.xpilot-2.2.0-universal,52.12,0.051
traycer.traycer-vscode,2.16.8-win32-x64,traycer.traycer-vscode-2.16.8-win32-x64,51.76,0.051
yousifabdalkarim.openagent-ai,1.0.15,yousifabdalkarim.openagent-ai-1.0.15,51.73,0.051
ncompasstech.ncprof-vscode,0.1.0-universal,ncompasstech.ncprof-vscode-0.1.0-universal,51.51,0.05
jo-hemphill.llm-sidecar,0.1.0-win32-x64,jo-hemphill.llm-sidecar-0.1.0-win32-x64,51.38,0.05
fynix.fynix,1.0.36-universal,fynix.fynix-1.0.36-universal,51.17,0.05
revaturepro-non-prod.revature-python-labs-non-prod,0.0.13-universal,revaturepro-non-prod.revature-python-labs-non-prod-0.0.13-universal,50.92,0.05
lyn-inc.html-speed-viewer,0.8.18-universal,lyn-inc.html-speed-viewer-0.8.18-universal,50.81,0.05
yss-tazawa.plantuml-markdown-preview,0.7.8-universal,yss-tazawa.plantuml-markdown-preview-0.7.8-universal,50.34,0.049
gautammanak2.fetch-coder,0.2.21-universal,gautammanak2.fetch-coder-0.2.21-universal,50.32,0.049
putraadijaya.image-converter-pro,1.3.1,putraadijaya.image-converter-pro-1.3.1,50.29,0.049
serkan-ozal.browser-devtools-mcp-vscode,0.7.0-universal,serkan-ozal.browser-devtools-mcp-vscode-0.7.0-universal,50.24,0.049
johannaglover73.qwen-code-vscode-ide-companion,0.13.1-universal,johannaglover73.qwen-code-vscode-ide-companion-0.13.1-universal,50.23,0.049
unievo.astro-code,2.2.0-universal,unievo.astro-code-2.2.0-universal,50.07,0.049
dawoodahmad.brainsync,3.0.12-universal,dawoodahmad.brainsync-3.0.12-universal,49.6,0.048
mindrig.mindrig,0.8.0-universal,mindrig.mindrig-0.8.0-universal,49.5,0.048
leandixcortex.leandix-cortex,0.1.0-universal,leandixcortex.leandix-cortex-0.1.0-universal,49.28,0.048
reloadtechinc.epic,1.0.5-universal,reloadtechinc.epic-1.0.5-universal,49.21,0.048
neural-llm.power-claude,3.0.86-universal,neural-llm.power-claude-3.0.86-universal,48.93,0.048
magic5644.graph-it-live,1.11.0-universal,magic5644.graph-it-live-1.11.0-universal,48.75,0.048
makehub.makehub-dev,1.1.1-universal,makehub.makehub-dev-1.1.1-universal,48.52,0.047
shibukawa.web-component-analyzer,0.0.3,shibukawa.web-component-analyzer-0.0.3,48.32,0.047
tcodeai.terracode,3.0.1-universal,tcodeai.terracode-3.0.1-universal,48.31,0.047
jd-xnyf.dongx,0.10.0-universal,jd-xnyf.dongx-0.10.0-universal,48.05,0.047
royhtml.meta-lang,1.0.4-universal,royhtml.meta-lang-1.0.4-universal,47.78,0.047
goodloops.goodloops-dev,3.13.314-universal,goodloops.goodloops-dev-3.13.314-universal,47.69,0.047
serafoundation.ai-vault,0.0.2-universal,serafoundation.ai-vault-0.0.2-universal,47.49,0.046
glubean.glubean,0.19.0-win32-x64,glubean.glubean-0.19.0-win32-x64,47.42,0.046
mermaidchart.vscode-mermaid-chart,2.7.2-universal,mermaidchart.vscode-mermaid-chart-2.7.2-universal,46.71,0.046
hbyecoding.claude-dev,3.14.0-universal,hbyecoding.claude-dev-3.14.0-universal,46.22,0.045
semanticdiff.semanticdiff,0.10.0-win32-x64,semanticdiff.semanticdiff-0.10.0-win32-x64,46.21,0.045
f-y.peng-sheets,1.4.1-universal,f-y.peng-sheets-1.4.1-universal,45.86,0.045
marscode.marscode-extension,1.1.1-universal,marscode.marscode-extension-1.1.1-universal,45.56,0.044
mishra7yash.mantra,0.7.3-universal,mishra7yash.mantra-0.7.3-universal,45.44,0.044
edacation.edacation,1.0.1-universal,edacation.edacation-1.0.1-universal,45.12,0.044
vincentarel-bundock.calepin,0.0.32-win32-x64,vincentarel-bundock.calepin-0.0.32-win32-x64,45.11,0.044
eliostruyf.vscode-front-matter-beta,10.11.290775394-universal,eliostruyf.vscode-front-matter-beta-10.11.290775394-universal,45.1,0.044
nailyzero.vscode-naily-ets,1.3.10-win32-x64,nailyzero.vscode-naily-ets-1.3.10-win32-x64,45.02,0.044
meterian.meterian-heidi,1.21.4-universal,meterian.meterian-heidi-1.21.4-universal,44.54,0.043
fridaplatform.frida-extension,2.1.19-universal,fridaplatform.frida-extension-2.1.19-universal,44.5,0.043
kylinideteam.java,0.1.11-universal,kylinideteam.java-0.1.11-universal,44.41,0.043
sema4ai.sema4ai,2.19.0-win32-x64,sema4ai.sema4ai-2.19.0-win32-x64,44.4,0.043
svelte.svelte-vscode,110.2.1-universal,svelte.svelte-vscode-110.2.1-universal,43.87,0.043
giacomoaccursi.duckcsv,1.0.7-universal,giacomoaccursi.duckcsv-1.0.7-universal,43.42,0.042
binhonglee.git-navigator,0.3.8-universal,binhonglee.git-navigator-0.3.8-universal,43.34,0.042
fabioz.vscode-pydev,0.16.0-universal,fabioz.vscode-pydev-0.16.0-universal,43.22,0.042
gordonsmith.observable-js,0.4.62-universal,gordonsmith.observable-js-0.4.62-universal,43.14,0.042
lumeusai.lumeus-extension,1.0.18-win32-x64,lumeusai.lumeus-extension-1.0.18-win32-x64,42.93,0.042
xline.agent-lab,0.1.15-universal,xline.agent-lab-0.1.15-universal,42.86,0.042
hashicorp.terraform,2.39.4-win32-x64,hashicorp.terraform-2.39.4-win32-x64,42.73,0.042
nimblesite.basilisk,0.34.0-win32-x64,nimblesite.basilisk-0.34.0-win32-x64,42.6,0.042
ibm.db2-for-luw,1.1.2-universal,ibm.db2-for-luw-1.1.2-universal,41.97,0.041
gemtalksystems.gemstone-ide,1.8.4-universal,gemtalksystems.gemstone-ide-1.8.4-universal,41.95,0.041
dbdiagram.dbdiagram-vscode,0.3.2-universal,dbdiagram.dbdiagram-vscode-0.3.2-universal,41.77,0.041
codeatlaslive.codeatlas-live,9.0.0-universal,codeatlaslive.codeatlas-live-9.0.0-universal,41.67,0.041
docker.docker,0.18.0-win32-x64,docker.docker-0.18.0-win32-x64,41.45,0.04
sqlnb.sqlnb-visualizer,0.7.2-universal,sqlnb.sqlnb-visualizer-0.7.2-universal,41.37,0.04
ownable.ownable,0.22.0-universal,ownable.ownable-0.22.0-universal,41.3,0.04
ggfincke.vsc-mdx-preview,1.6.1-universal,ggfincke.vsc-mdx-preview-1.6.1-universal,41.26,0.04
zny.nan-code,1.0.9-universal,zny.nan-code-1.0.9-universal,41.1,0.04
fanjiyu0825.skill-monitor,0.1.6-universal,fanjiyu0825.skill-monitor-0.1.6-universal,40.91,0.04
nextgencode.jarvis-3d-theme,1.1.0-universal,nextgencode.jarvis-3d-theme-1.1.0-universal,40.81,0.04
superant.mc-dp-icons,4.0.2-universal,superant.mc-dp-icons-4.0.2-universal,40.68,0.04
codeantai.codeantai,0.0.196-universal,codeantai.codeantai-0.0.196-universal,40.62,0.04
ibm.db2forzosdeveloperextension,2.2.6-universal,ibm.db2forzosdeveloperextension-2.2.6-universal,40.56,0.04
nisargshah.python-debug-visualizer,2.1.0-universal,nisargshah.python-debug-visualizer-2.1.0-universal,39.86,0.039
speclynx.vscode-openapi-toolkit,1.5.3-universal,speclynx.vscode-openapi-toolkit-1.5.3-universal,39.74,0.039
codeviz.codeviz,1.6.9-universal,codeviz.codeviz-1.6.9-universal,39.57,0.039
skylineai.sqllens,1.0.6-universal,skylineai.sqllens-1.0.6-universal,38.98,0.038
kylinideteam.vscode-gradle,0.1.11-universal,kylinideteam.vscode-gradle-0.1.11-universal,38.93,0.038
silimate.preqorsor,3.0.5-universal,silimate.preqorsor-3.0.5-universal,38.8,0.038
mohamadsalman.repo-intel,0.1.25-universal,mohamadsalman.repo-intel-0.1.25-universal,38.6,0.038
snowflake.snowflake-vsc,1.33.1-universal,snowflake.snowflake-vsc-1.33.1-universal,38.56,0.038
verdentai.verdent,1.6.13-universal,verdentai.verdent-1.6.13-universal,38.52,0.038
bytarchai.g-coder,1.1.0-universal,bytarchai.g-coder-1.1.0-universal,38.45,0.038
codeneter.codeneter,0.11.2-universal,codeneter.codeneter-0.11.2-universal,38.44,0.038
loong-vsx.docker,0.18.0-1-universal,loong-vsx.docker-0.18.0-1-universal,38.33,0.037
fittentech.fitten-code,0.10.143-universal,fittentech.fitten-code-0.10.143-universal,38.17,0.037
neuronlink.neuronlink-ca,1.0.15-universal,neuronlink.neuronlink-ca-1.0.15-universal,37.91,0.037
vibecheck-ai.vibecheck-ai,43.0.0-universal,vibecheck-ai.vibecheck-ai-43.0.0-universal,37.85,0.037
chuckjonas.duckdb,0.0.27-win32-x64,chuckjonas.duckdb-0.0.27-win32-x64,37.61,0.037
yazwh0.bitmagic,0.1.63-universal,yazwh0.bitmagic-0.1.63-universal,37.44,0.037
huohuaai.huohuaai,4.0.16-universal,huohuaai.huohuaai-4.0.16-universal,37.4,0.037
gooddata.gooddata-vscode,0.42.0-universal,gooddata.gooddata-vscode-0.42.0-universal,37.37,0.036
rahuldhole.simple-openapi-viewer,1.0.0-universal,rahuldhole.simple-openapi-viewer-1.0.0-universal,37.37,0.036
kevinyuan.vscode-tikzjax,0.4.38-universal,kevinyuan.vscode-tikzjax-0.4.38-universal,37.33,0.036
wolfbook.wolfbook,2.7.14-win32-x64,wolfbook.wolfbook-2.7.14-win32-x64,36.8,0.036
klaatai.klaatai,0.4.3-universal,klaatai.klaatai-0.4.3-universal,36.29,0.035
open-bpmn.open-bpmn-vscode-extension,1.1.29-universal,open-bpmn.open-bpmn-vscode-extension-1.1.29-universal,36.26,0.035
cweijan.vscode-office,4.1.5-universal,cweijan.vscode-office-4.1.5-universal,36.07,0.035
ransananes.fast-wrangler-plus,0.1.4-universal,ransananes.fast-wrangler-plus-0.1.4-universal,35.77,0.035
mehul.sql-preview,0.6.11-universal,mehul.sql-preview-0.6.11-universal,35.36,0.035
vscjava.vscode-gradle,3.18.0-universal,vscjava.vscode-gradle-3.18.0-universal,35.36,0.035
charliermarsh.ruff,2026.60.0-win32-x64,charliermarsh.ruff-2026.60.0-win32-x64,35.28,0.034
peterson.super-figure,1.0.4-universal,peterson.super-figure-1.0.4-universal,35.24,0.034
christopherhx.azure-pipelines-vscode-ext,0.3.3-universal,christopherhx.azure-pipelines-vscode-ext-0.3.3-universal,35.12,0.034
crystalcrafter.database-platform,1.0.1-universal,crystalcrafter.database-platform-1.0.1-universal,35.07,0.034
ozzafar.debugmcpextension,2.1.0-universal,ozzafar.debugmcpextension-2.1.0-universal,35.0,0.034
redis.redis-for-vscode,1.4.0-win32-x64,redis.redis-for-vscode-1.4.0-win32-x64,34.86,0.034
saikethan.flawly,0.2.2-universal,saikethan.flawly-0.2.2-universal,34.73,0.034
fridaplatform.fridagpt,2.0.3-universal,fridaplatform.fridagpt-2.0.3-universal,34.2,0.033
espressif.esp-idf-extension,2.1.0,espressif.esp-idf-extension-2.1.0,34.18,0.033
comp2300-anu.cortex-debug,0.3.19,comp2300-anu.cortex-debug-0.3.19,34.04,0.033
runql.runql-snowflake,1.2.1-universal,runql.runql-snowflake-1.2.1-universal,33.73,0.033
copilot-arena.copilot-arena,1.2.7-universal,copilot-arena.copilot-arena-1.2.7-universal,33.53,0.033
hasugoii.antigravity-remote-control,3.1.3,hasugoii.antigravity-remote-control-3.1.3,33.52,0.033
lumyst.lumyst,0.8.1-win32-x64,lumyst.lumyst-0.8.1-win32-x64,33.52,0.033
fedaykindev.openchamber,1.16.1-universal,fedaykindev.openchamber-1.16.1-universal,33.39,0.033
runql.runql-duckdb,1.1.2-win32-x64,runql.runql-duckdb-1.1.2-win32-x64,33.3,0.033
redhat.mta-core,8.1.3-universal,redhat.mta-core-8.1.3-universal,33.22,0.032
sifli.sifli-sdk-codekit,1.4.3-universal,sifli.sifli-sdk-codekit-1.4.3-universal,33.13,0.032
zhouchaunge.deep-copilot,0.32.7-universal,zhouchaunge.deep-copilot-0.32.7-universal,33.05,0.032
tidev.titanium-sdk,1.4.0-universal,tidev.titanium-sdk-1.4.0-universal,33.01,0.032
wubzbz.debugpy,2026.6.0-universal,wubzbz.debugpy-2026.6.0-universal,32.77,0.032
eliostruyf.vscode-front-matter,10.11.0-universal,eliostruyf.vscode-front-matter-10.11.0-universal,32.73,0.032
kedro.kedro,0.8.0-universal,kedro.kedro-0.8.0-universal,32.7,0.032
quarto.quarto,1.135.0-universal,quarto.quarto-1.135.0-universal,32.47,0.032
jonpena.rocket-commit,1.1.0-universal,jonpena.rocket-commit-1.1.0-universal,32.34,0.032
mythologiq.mythologiq-failsafe,5.9.0-universal,mythologiq.mythologiq-failsafe-5.9.0-universal,32.31,0.032
mobilenext.mobiledeck,0.0.23-win32-x64,mobilenext.mobiledeck-0.0.23-win32-x64,32.3,0.032
salesforce.salesforcedx-vscode-services,67.4.0-universal,salesforce.salesforcedx-vscode-services-67.4.0-universal,32.26,0.032
trabpukcip.wolf,0.4.3-universal,trabpukcip.wolf-0.4.3-universal,32.05,0.031
tryforge.forgevsc,1.2.8-universal,tryforge.forgevsc-1.2.8-universal,32.04,0.031
toem-de.impulse,0.3.5-universal,toem-de.impulse-0.3.5-universal,31.89,0.031
redhat.vscode-knative,1.5.0-universal,redhat.vscode-knative-1.5.0-universal,31.77,0.031
securityexpertscommunity.xp,3.21.4,securityexpertscommunity.xp-3.21.4,31.74,0.031
rokucommunity.brightscript,2.67.3-universal,rokucommunity.brightscript-2.67.3-universal,31.36,0.031
julialang.language-julia,1.219.2,julialang.language-julia-1.219.2,31.28,0.031
obukhovai.image-compare,0.2.1-win32-x64,obukhovai.image-compare-0.2.1-win32-x64,31.28,0.031
bastndev.f1,2.2.0-universal,bastndev.f1-2.2.0-universal,30.49,0.03
mvintg.odoo-file,1.0.2-universal,mvintg.odoo-file-1.0.2-universal,30.48,0.03
ms-toolsai.jupyter,2025.9.1,ms-toolsai.jupyter-2025.9.1,30.4,0.03
valkotlarovhoffman.recomment,2.0.19-universal,valkotlarovhoffman.recomment-2.0.19-universal,30.4,0.03
hungpixi.antigravity-auto-accept,2.0.15-universal,hungpixi.antigravity-auto-accept-2.0.15-universal,30.22,0.03
pinegrow.piny,0.0.20-universal,pinegrow.piny-0.0.20-universal,30.13,0.029
lakefs.lakefs-dvc,1.3.2,lakefs.lakefs-dvc-1.3.2,30.01,0.029
pathrule.pathrule-vscode,0.5.2-universal,pathrule.pathrule-vscode-0.5.2-universal,30.01,0.029
iterative.dvc,1.2.33,iterative.dvc-1.2.33,29.95,0.029
abacusai.abacusai-agent,1.22.2-win32-x64,abacusai.abacusai-agent-1.22.2-win32-x64,29.86,0.029
mangabey.distinct-sh,0.9.7-universal,mangabey.distinct-sh-0.9.7-universal,29.78,0.029
million-views.reactive-md,1.2.2-win32-x64,million-views.reactive-md-1.2.2-win32-x64,29.68,0.029
jeenyjai.diff-editor,0.19.0-universal,jeenyjai.diff-editor-0.19.0-universal,29.63,0.029
vasubasraj.flashpost,1.1.99-universal,vasubasraj.flashpost-1.1.99-universal,29.62,0.029
jo-hemphill.ai-endpoint-normalizer,0.1.1-universal,jo-hemphill.ai-endpoint-normalizer-0.1.1-universal,29.54,0.029
sunnyyangyangyang.vscodium-jupyter,2026.6.1-universal,sunnyyangyangyang.vscodium-jupyter-2026.6.1-universal,29.51,0.029
masti.mastiflow,0.1.3-universal,masti.mastiflow-0.1.3-universal,29.4,0.029
crstian.llamit,2.0.1-win32-x64,crstian.llamit-2.0.1-win32-x64,29.27,0.029
ply-ct.vscode-ply,3.2.0-universal,ply-ct.vscode-ply-3.2.0-universal,29.06,0.028
syncause.ai-debugger,0.5.9-universal,syncause.ai-debugger-0.5.9-universal,29.03,0.028
saoudrizwan.cline-nightly,4.0.1784073013-universal,saoudrizwan.cline-nightly-4.0.1784073013-universal,28.85,0.028
meta.pyrefly,1.1.1,meta.pyrefly-1.1.1,28.78,0.028
ysgao.ontograph-lite,0.2.2-universal,ysgao.ontograph-lite-0.2.2-universal,28.65,0.028
diegoscirocco.grid-master,0.6.0-universal,diegoscirocco.grid-master-0.6.0-universal,28.49,0.028
mathworks.language-matlab,1.3.12-universal,mathworks.language-matlab-1.3.12-universal,28.15,0.027
teodor38kowa.antigravity-remote-control,3.1.3,teodor38kowa.antigravity-remote-control-3.1.3,28.15,0.027
tabbyml.pochi,0.58.0-universal,tabbyml.pochi-0.58.0-universal,28.05,0.027
thinkingos_tech.tao-coder,1.0.6-universal,thinkingos_tech.tao-coder-1.0.6-universal,27.87,0.027
betterthantomorrow.calva,2.0.594-universal,betterthantomorrow.calva-2.0.594-universal,27.76,0.027
jamied.sysml-v2-support,0.41.0-universal,jamied.sysml-v2-support-0.41.0-universal,27.74,0.027
trentinium.camaleone,0.1.12-universal,trentinium.camaleone-0.1.12-universal,27.63,0.027
curbsec.curb,0.1.0-win32-x64,curbsec.curb-0.1.0-win32-x64,27.56,0.027
