"Folder","SizeGB"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\httpcore\_backends\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAppRuntime.1.4_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\idna\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\importlib_metadata\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\importlib_metadata\compat\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAppRuntime.1.4_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\httpx\_transports\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\hyperframe\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\gateways\shards\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\models\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\gateways\repodata\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\gateways\connection\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\gateways\connection\adapters\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\gateways\disk\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\package_extractors\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\post_solves\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\prefix_data_loaders\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\environment_specifiers\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\notices\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\environment_exporters\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\cli\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\common\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\common\path\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\base\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\colorama\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\auxlib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\env\installers\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\env\specs\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\gateways\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\env\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\common\serialize\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\common\_os\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\core\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_index\postgres\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_libmamba_solver\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_lockfiles\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_index\index\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAppRuntime.2_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_index\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_index\cli\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_package_handling\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_package_streaming\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_pypi\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAppRuntime.1.8_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_lockfiles\conda_lock\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAppRuntime.1.8_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_lockfiles\rattler_lock\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\subcommands\doctor\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\subcommands\doctor\health_checks\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAppRuntime.2_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\subcommands\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\prefix_data_loaders\pypi\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\reporter_backends\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\_private\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\_private\shards\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda_index\templates","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\testing\notices\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\plugins\virtual_packages\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\testing\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\conda\testing\gateways\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic\plugin\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic\v1\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic\_internal\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic\deprecated\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic\experimental\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pydantic_core\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\channel\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\explicit_environment\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\index\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pyproject_hooks\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pyproject_hooks\_in_process\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\truststore\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\urllib3\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\urllib3\contrib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\rich\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\tomli\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\tomli_w\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\platformdirs\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pluggy\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pycparser\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\urllib3\http2\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\urllib3\util\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip-26.1.2.dist-info\licenses\src\pip\_vendor\cachecontrol","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\install\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\ruamel\yaml\clibz\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\command\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\virtual_package\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\requests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\ruamel\yaml\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\compat\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\tests\compat\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\tests\config\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\tests\config\downloads\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\config\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\setuptools\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\package\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\package_streaming\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\platform\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\lock\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\match_spec\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\networking\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\prefix\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\solver\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\utils\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\version\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\pty\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\repo_data\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\rattler\shell\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\models\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\network\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\metadata\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\req\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\resolution\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\operations\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\operations\build\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\operations\install\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\packaging\licenses\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\menuinst\_vendor\apipkg\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\msgpack\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\packaging\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\distributions\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\index\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\locations\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\cli\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\commands\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pygments\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pygments\filters\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\packaging\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\packaging\licenses\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pkg_resources\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\requests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\cachecontrol\caches","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\TokenBroker\Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\utils\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_internal\vcs\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\cachecontrol","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\distro\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\idna\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\msgpack\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\certifi\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\Lib\site-packages\pip\_vendor\distlib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\utils\_repr_html\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\utils\_repr_html\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\utils\_test_common\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\tree\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\utils\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\utils\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\_build_utils\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tornado\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tornado\platform\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tornado\test\templates","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\_loss\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\_loss\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\__check_build\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\neural_network\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\neural_network\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\preprocessing\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\model_selection\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\neighbors\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\neighbors\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\preprocessing\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\svm\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\tree\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\semi_supervised\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\semi_supervised\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\sklearn\svm\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tornado\test\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Etc\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Europe\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Indian\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Brazil\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Canada\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Chile\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Mexico\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\wheel\_commands\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\_distutils_hack\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\sqlite3\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\Pacific\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\US\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\wheel\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\America\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\America\Argentina\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\zoneinfo\America\Indiana\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\tzdata\__pycache__","0"
