"Extension","Folder","SizeMB","Level"
"revaturepro.revature-python-labs","revaturepro.revature-python-labs-0.0.3-universal","52.9","?"
"revaturepro-non-prod.revature-python-labs-non-prod","revaturepro-non-prod.revature-python-labs-non-prod-0.0.13-universal","52.76","?"
"saoudrizwan.claude-dev","saoudrizwan.claude-dev-4.0.8-universal","52.73","?"
"rust-lang.rust-analyzer","rust-lang.rust-analyzer-0.4.2972-win32-x64","52.69","?"
"traves-theberge.nudgeai","traves-theberge.nudgeai-1.0.7-universal","52.64","?"
"revaturepro-local.revaturepro-python-local","revaturepro-local.revaturepro-python-local-0.0.8-universal","52.62","?"
"emanubiz.pinodes-orchestra-vscode","emanubiz.pinodes-orchestra-vscode-0.3.0-win32-x64","52.54","?"
"piuqiupiaqia.vvcode","piuqiupiaqia.vvcode-1.3.6-universal","52.48","?"
"shengsuan-cloud.cline-shengsuan","shengsuan-cloud.cline-shengsuan-3.89.3-universal","52.46","?"
"qiyefazhan.super-agent","qiyefazhan.super-agent-3.3.5-universal","52.3","?"
"gguf.gguf","gguf.gguf-0.3.0-universal","52.22","?"
"gguf.gguf-cline","gguf.gguf-cline-0.1.1-universal","52.15","?"
"unievo.xpilot","unievo.xpilot-2.2.0-universal","52.12","?"
"traycer.traycer-vscode","traycer.traycer-vscode-2.16.8-win32-x64","51.76","?"
"yousifabdalkarim.openagent-ai","yousifabdalkarim.openagent-ai-1.0.15","51.73","?"
"ncompasstech.ncprof-vscode","ncompasstech.ncprof-vscode-0.1.0-universal","51.51","?"
"jo-hemphill.llm-sidecar","jo-hemphill.llm-sidecar-0.1.0-win32-x64","51.38","?"
"fynix.fynix","fynix.fynix-1.0.36-universal","51.17","?"
"lyn-inc.html-speed-viewer","lyn-inc.html-speed-viewer-0.8.18-universal","50.81","?"
"yss-tazawa.plantuml-markdown-preview","yss-tazawa.plantuml-markdown-preview-0.7.8-universal","50.34","?"
"gautammanak2.fetch-coder","gautammanak2.fetch-coder-0.2.21-universal","50.32","?"
"putraadijaya.image-converter-pro","putraadijaya.image-converter-pro-1.3.1","50.29","?"
"serkan-ozal.browser-devtools-mcp-vscode","serkan-ozal.browser-devtools-mcp-vscode-0.7.0-universal","50.24","?"
"johannaglover73.qwen-code-vscode-ide-companion","johannaglover73.qwen-code-vscode-ide-companion-0.13.1-universal","50.23","?"
"unievo.astro-code","unievo.astro-code-2.2.0-universal","50.07","?"
"dawoodahmad.brainsync","dawoodahmad.brainsync-3.0.12-universal","49.6","?"
"mindrig.mindrig","mindrig.mindrig-0.8.0-universal","49.5","?"
"leandixcortex.leandix-cortex","leandixcortex.leandix-cortex-0.1.0-universal","49.28","?"
"reloadtechinc.epic","reloadtechinc.epic-1.0.5-universal","49.21","?"
"neural-llm.power-claude","neural-llm.power-claude-3.0.86-universal","48.93","?"
"magic5644.graph-it-live","magic5644.graph-it-live-1.11.0-universal","48.75","?"
"makehub.makehub-dev","makehub.makehub-dev-1.1.1-universal","48.52","?"
"shibukawa.web-component-analyzer","shibukawa.web-component-analyzer-0.0.3","48.32","?"
"tcodeai.terracode","tcodeai.terracode-3.0.1-universal","48.31","?"
"jd-xnyf.dongx","jd-xnyf.dongx-0.10.0-universal","48.05","?"
"royhtml.meta-lang","royhtml.meta-lang-1.0.4-universal","47.78","?"
"goodloops.goodloops-dev","goodloops.goodloops-dev-3.13.314-universal","47.69","?"
"serafoundation.ai-vault","serafoundation.ai-vault-0.0.2-universal","47.49","?"
"glubean.glubean","glubean.glubean-0.19.0-win32-x64","47.42","?"
"mermaidchart.vscode-mermaid-chart","mermaidchart.vscode-mermaid-chart-2.7.2-universal","46.71","?"
"hbyecoding.claude-dev","hbyecoding.claude-dev-3.14.0-universal","46.22","?"
"semanticdiff.semanticdiff","semanticdiff.semanticdiff-0.10.0-win32-x64","46.21","?"
"f-y.peng-sheets","f-y.peng-sheets-1.4.1-universal","45.86","?"
"marscode.marscode-extension","marscode.marscode-extension-1.1.1-universal","45.56","?"
"mishra7yash.mantra","mishra7yash.mantra-0.7.3-universal","45.44","?"
"edacation.edacation","edacation.edacation-1.0.1-universal","45.12","?"
"vincentarel-bundock.calepin","vincentarel-bundock.calepin-0.0.32-win32-x64","45.11","?"
"eliostruyf.vscode-front-matter-beta","eliostruyf.vscode-front-matter-beta-10.11.290775394-universal","45.1","?"
"nailyzero.vscode-naily-ets","nailyzero.vscode-naily-ets-1.3.10-win32-x64","45.02","?"
"meterian.meterian-heidi","meterian.meterian-heidi-1.21.4-universal","44.54","?"
"fridaplatform.frida-extension","fridaplatform.frida-extension-2.1.19-universal","44.5","?"
"kylinideteam.java","kylinideteam.java-0.1.11-universal","44.41","?"
"sema4ai.sema4ai","sema4ai.sema4ai-2.19.0-win32-x64","44.4","?"
"svelte.svelte-vscode","svelte.svelte-vscode-110.2.1-universal","43.87","?"
"giacomoaccursi.duckcsv","giacomoaccursi.duckcsv-1.0.7-universal","43.42","?"
"binhonglee.git-navigator","binhonglee.git-navigator-0.3.8-universal","43.34","?"
"fabioz.vscode-pydev","fabioz.vscode-pydev-0.16.0-universal","43.22","?"
"gordonsmith.observable-js","gordonsmith.observable-js-0.4.62-universal","43.14","?"
"lumeusai.lumeus-extension","lumeusai.lumeus-extension-1.0.18-win32-x64","42.93","?"
"xline.agent-lab","xline.agent-lab-0.1.15-universal","42.86","?"
"hashicorp.terraform","hashicorp.terraform-2.39.4-win32-x64","42.73","?"
"nimblesite.basilisk","nimblesite.basilisk-0.34.0-win32-x64","42.6","?"
"ibm.db2-for-luw","ibm.db2-for-luw-1.1.2-universal","41.97","?"
"gemtalksystems.gemstone-ide","gemtalksystems.gemstone-ide-1.8.4-universal","41.95","?"
"dbdiagram.dbdiagram-vscode","dbdiagram.dbdiagram-vscode-0.3.2-universal","41.77","?"
"codeatlaslive.codeatlas-live","codeatlaslive.codeatlas-live-9.0.0-universal","41.67","?"
"docker.docker","docker.docker-0.18.0-win32-x64","41.45","?"
"sqlnb.sqlnb-visualizer","sqlnb.sqlnb-visualizer-0.7.2-universal","41.37","?"
"ownable.ownable","ownable.ownable-0.22.0-universal","41.3","?"
"ggfincke.vsc-mdx-preview","ggfincke.vsc-mdx-preview-1.6.1-universal","41.26","?"
"zny.nan-code","zny.nan-code-1.0.9-universal","41.1","?"
"fanjiyu0825.skill-monitor","fanjiyu0825.skill-monitor-0.1.6-universal","40.91","?"
"nextgencode.jarvis-3d-theme","nextgencode.jarvis-3d-theme-1.1.0-universal","40.81","?"
"superant.mc-dp-icons","superant.mc-dp-icons-4.0.2-universal","40.68","?"
"codeantai.codeantai","codeantai.codeantai-0.0.196-universal","40.62","?"
"ibm.db2forzosdeveloperextension","ibm.db2forzosdeveloperextension-2.2.6-universal","40.56","?"
"nisargshah.python-debug-visualizer","nisargshah.python-debug-visualizer-2.1.0-universal","39.86","?"
"speclynx.vscode-openapi-toolkit","speclynx.vscode-openapi-toolkit-1.5.3-universal","39.74","?"
"codeviz.codeviz","codeviz.codeviz-1.6.9-universal","39.57","?"
"skylineai.sqllens","skylineai.sqllens-1.0.6-universal","38.98","?"
"kylinideteam.vscode-gradle","kylinideteam.vscode-gradle-0.1.11-universal","38.93","?"
"silimate.preqorsor","silimate.preqorsor-3.0.5-universal","38.8","?"
"mohamadsalman.repo-intel","mohamadsalman.repo-intel-0.1.25-universal","38.6","?"
"snowflake.snowflake-vsc","snowflake.snowflake-vsc-1.33.1-universal","38.56","?"
"verdentai.verdent","verdentai.verdent-1.6.13-universal","38.52","?"
"bytarchai.g-coder","bytarchai.g-coder-1.1.0-universal","38.45","?"
"codeneter.codeneter","codeneter.codeneter-0.11.2-universal","38.44","?"
"loong-vsx.docker","loong-vsx.docker-0.18.0-1-universal","38.33","?"
"fittentech.fitten-code","fittentech.fitten-code-0.10.143-universal","38.17","?"
"neuronlink.neuronlink-ca","neuronlink.neuronlink-ca-1.0.15-universal","37.91","?"
"vibecheck-ai.vibecheck-ai","vibecheck-ai.vibecheck-ai-43.0.0-universal","37.85","?"
"chuckjonas.duckdb","chuckjonas.duckdb-0.0.27-win32-x64","37.61","?"
"yazwh0.bitmagic","yazwh0.bitmagic-0.1.63-universal","37.44","?"
"huohuaai.huohuaai","huohuaai.huohuaai-4.0.16-universal","37.4","?"
"gooddata.gooddata-vscode","gooddata.gooddata-vscode-0.42.0-universal","37.37","?"
"rahuldhole.simple-openapi-viewer","rahuldhole.simple-openapi-viewer-1.0.0-universal","37.37","?"
"kevinyuan.vscode-tikzjax","kevinyuan.vscode-tikzjax-0.4.38-universal","37.33","?"
"wolfbook.wolfbook","wolfbook.wolfbook-2.7.14-win32-x64","36.8","?"
"klaatai.klaatai","klaatai.klaatai-0.4.3-universal","36.29","?"
"open-bpmn.open-bpmn-vscode-extension","open-bpmn.open-bpmn-vscode-extension-1.1.29-universal","36.26","?"
"cweijan.vscode-office","cweijan.vscode-office-4.1.5-universal","36.07","?"
"ransananes.fast-wrangler-plus","ransananes.fast-wrangler-plus-0.1.4-universal","35.77","?"
"mehul.sql-preview","mehul.sql-preview-0.6.11-universal","35.36","?"
"vscjava.vscode-gradle","vscjava.vscode-gradle-3.18.0-universal","35.36","?"
"charliermarsh.ruff","charliermarsh.ruff-2026.60.0-win32-x64","35.28","?"
"peterson.super-figure","peterson.super-figure-1.0.4-universal","35.24","?"
"christopherhx.azure-pipelines-vscode-ext","christopherhx.azure-pipelines-vscode-ext-0.3.3-universal","35.12","?"
"crystalcrafter.database-platform","crystalcrafter.database-platform-1.0.1-universal","35.07","?"
"ozzafar.debugmcpextension","ozzafar.debugmcpextension-2.1.0-universal","35","?"
"redis.redis-for-vscode","redis.redis-for-vscode-1.4.0-win32-x64","34.86","?"
"saikethan.flawly","saikethan.flawly-0.2.2-universal","34.73","?"
"fridaplatform.fridagpt","fridaplatform.fridagpt-2.0.3-universal","34.2","?"
"espressif.esp-idf-extension","espressif.esp-idf-extension-2.1.0","34.18","?"
"comp2300-anu.cortex-debug","comp2300-anu.cortex-debug-0.3.19","34.04","?"
"runql.runql-snowflake","runql.runql-snowflake-1.2.1-universal","33.73","?"
"copilot-arena.copilot-arena","copilot-arena.copilot-arena-1.2.7-universal","33.53","?"
"hasugoii.antigravity-remote-control","hasugoii.antigravity-remote-control-3.1.3","33.52","?"
"lumyst.lumyst","lumyst.lumyst-0.8.1-win32-x64","33.52","?"
"fedaykindev.openchamber","fedaykindev.openchamber-1.16.1-universal","33.39","?"
"runql.runql-duckdb","runql.runql-duckdb-1.1.2-win32-x64","33.3","?"
"redhat.mta-core","redhat.mta-core-8.1.3-universal","33.22","?"
"sifli.sifli-sdk-codekit","sifli.sifli-sdk-codekit-1.4.3-universal","33.13","?"
"zhouchaunge.deep-copilot","zhouchaunge.deep-copilot-0.32.7-universal","33.05","?"
"tidev.titanium-sdk","tidev.titanium-sdk-1.4.0-universal","33.01","?"
"wubzbz.debugpy","wubzbz.debugpy-2026.6.0-universal","32.77","?"
"eliostruyf.vscode-front-matter","eliostruyf.vscode-front-matter-10.11.0-universal","32.73","?"
"kedro.kedro","kedro.kedro-0.8.0-universal","32.7","?"
"quarto.quarto","quarto.quarto-1.135.0-universal","32.47","?"
"jonpena.rocket-commit","jonpena.rocket-commit-1.1.0-universal","32.34","?"
"mythologiq.mythologiq-failsafe","mythologiq.mythologiq-failsafe-5.9.0-universal","32.31","?"
"mobilenext.mobiledeck","mobilenext.mobiledeck-0.0.23-win32-x64","32.3","?"
"salesforce.salesforcedx-vscode-services","salesforce.salesforcedx-vscode-services-67.4.0-universal","32.26","?"
"trabpukcip.wolf","trabpukcip.wolf-0.4.3-universal","32.05","?"
"tryforge.forgevsc","tryforge.forgevsc-1.2.8-universal","32.04","?"
"toem-de.impulse","toem-de.impulse-0.3.5-universal","31.89","?"
"redhat.vscode-knative","redhat.vscode-knative-1.5.0-universal","31.77","?"
"securityexpertscommunity.xp","securityexpertscommunity.xp-3.21.4","31.74","?"
"rokucommunity.brightscript","rokucommunity.brightscript-2.67.3-universal","31.36","?"
"julialang.language-julia","julialang.language-julia-1.219.2","31.28","?"
"obukhovai.image-compare","obukhovai.image-compare-0.2.1-win32-x64","31.28","?"
"bastndev.f1","bastndev.f1-2.2.0-universal","30.49","?"
"mvintg.odoo-file","mvintg.odoo-file-1.0.2-universal","30.48","?"
"ms-toolsai.jupyter","ms-toolsai.jupyter-2025.9.1","30.4","?"
"valkotlarovhoffman.recomment","valkotlarovhoffman.recomment-2.0.19-universal","30.4","?"
"hungpixi.antigravity-auto-accept","hungpixi.antigravity-auto-accept-2.0.15-universal","30.22","?"
"pinegrow.piny","pinegrow.piny-0.0.20-universal","30.13","?"
"pathrule.pathrule-vscode","pathrule.pathrule-vscode-0.5.2-universal","30.01","?"
"lakefs.lakefs-dvc","lakefs.lakefs-dvc-1.3.2","30.01","?"
"iterative.dvc","iterative.dvc-1.2.33","29.95","?"
"abacusai.abacusai-agent","abacusai.abacusai-agent-1.22.2-win32-x64","29.86","?"
"mangabey.distinct-sh","mangabey.distinct-sh-0.9.7-universal","29.78","?"
"million-views.reactive-md","million-views.reactive-md-1.2.2-win32-x64","29.68","?"
"jeenyjai.diff-editor","jeenyjai.diff-editor-0.19.0-universal","29.63","?"
"vasubasraj.flashpost","vasubasraj.flashpost-1.1.99-universal","29.62","?"
"jo-hemphill.ai-endpoint-normalizer","jo-hemphill.ai-endpoint-normalizer-0.1.1-universal","29.54","?"
"sunnyyangyangyang.vscodium-jupyter","sunnyyangyangyang.vscodium-jupyter-2026.6.1-universal","29.51","?"
"masti.mastiflow","masti.mastiflow-0.1.3-universal","29.4","?"
"crstian.llamit","crstian.llamit-2.0.1-win32-x64","29.27","?"
"ply-ct.vscode-ply","ply-ct.vscode-ply-3.2.0-universal","29.06","?"
"syncause.ai-debugger","syncause.ai-debugger-0.5.9-universal","29.03","?"
"saoudrizwan.cline-nightly","saoudrizwan.cline-nightly-4.0.1784073013-universal","28.85","?"
"meta.pyrefly","meta.pyrefly-1.1.1","28.78","?"
"ysgao.ontograph-lite","ysgao.ontograph-lite-0.2.2-universal","28.65","?"
"diegoscirocco.grid-master","diegoscirocco.grid-master-0.6.0-universal","28.49","?"
"mathworks.language-matlab","mathworks.language-matlab-1.3.12-universal","28.15","?"
"teodor38kowa.antigravity-remote-control","teodor38kowa.antigravity-remote-control-3.1.3","28.15","?"
"tabbyml.pochi","tabbyml.pochi-0.58.0-universal","28.05","?"
"thinkingos_tech.tao-coder","thinkingos_tech.tao-coder-1.0.6-universal","27.87","?"
"betterthantomorrow.calva","betterthantomorrow.calva-2.0.594-universal","27.76","?"
"jamied.sysml-v2-support","jamied.sysml-v2-support-0.41.0-universal","27.74","?"
"trentinium.camaleone","trentinium.camaleone-0.1.12-universal","27.63","?"
"curbsec.curb","curbsec.curb-0.1.0-win32-x64","27.56","?"
"dotstarllc.dotstar-ide","dotstarllc.dotstar-ide-0.2.2-universal","27.53","?"
"multiplayer.multiplayer","multiplayer.multiplayer-0.0.15-universal","27.38","?"
"xjchen.cursor-viewer","xjchen.cursor-viewer-5.4.0-universal","27.24","?"
"robocorp.robocorp-code","robocorp.robocorp-code-1.22.3-win32-x64","27.21","?"
"swiftlang.swift-vscode","swiftlang.swift-vscode-2.17.20260702-universal","27.13","?"
"heyzgj.cursor-autopilot","heyzgj.cursor-autopilot-0.0.8-universal","26.88","?"
"rstack.rstest","rstack.rstest-0.11.0-win32-x64","26.83","?"
"ttoowa.in-your-face-incredible","ttoowa.in-your-face-incredible-1.1.0-universal","26.78","?"
"transitrix.transitrix-studio","transitrix.transitrix-studio-3.0.7-win32-x64","26.68","?"
"watermelontools.watermelon-tools","watermelontools.watermelon-tools-2.1.4-universal","26.6","?"
"felipefaras.judo-assistant","felipefaras.judo-assistant-1.1.0-universal","26.59","?"
"kobetsa67.multiplayer","kobetsa67.multiplayer-0.0.14-universal","26.42","?"
"ms-vscode.cmake-tools","ms-vscode.cmake-tools-1.23.52-universal","26.09","?"
"chris-hayes.chatgpt-reborn","chris-hayes.chatgpt-reborn-3.28.0-universal","26.07","?"
"scscodes.meridian","scscodes.meridian-2.16.0-universal","25.81","?"
"mutyai.mutydoc","mutyai.mutydoc-1.0.15-universal","25.06","?"
"salesforce.salesforcedx-vscode-core","salesforce.salesforcedx-vscode-core-67.5.0-universal","24.94","?"
"nskha.airtable-formula","nskha.airtable-formula-2.0.94-universal","24.85","?"
"deepx.deepv-code-vscode-ui-plugin","deepx.deepv-code-vscode-ui-plugin-1.1.53-universal","24.73","?"
"thelivingalgorithms.codur","thelivingalgorithms.codur-1.4.2-universal","24.72","?"
"vkhey.recomment-pro","vkhey.recomment-pro-2.1.10","24.6","?"
"salesforce.salesforcedx-vscode-apex","salesforce.salesforcedx-vscode-apex-67.5.0-universal","24.57","?"
"xicilion.markdown-viewer-extension","xicilion.markdown-viewer-extension-5.2.0-universal","24.55","?"
"tasking-winidea.tasking-winidea","tasking-winidea.tasking-winidea-921.41800.270567-win32-x64","24.53","?"
"likec4.likec4-vscode","likec4.likec4-vscode-1.58.0-universal","24.46","?"
"om-chauhan.flutter-asset-viewer-pro","om-chauhan.flutter-asset-viewer-pro-1.0.2-universal","24.42","?"
"laike9m.cyberbrain","laike9m.cyberbrain-0.2.1-universal","24.41","?"
"createlex.createlex-local-mcp","createlex.createlex-local-mcp-0.5.1-universal","24.28","?"
"dbtlabsinc.dbt","dbtlabsinc.dbt-0.90.0-universal","24.11","?"
"kwired.plutus-debugger","kwired.plutus-debugger-0.2.1-universal","24.06","?"
"robocorp.robotframework-lsp","robocorp.robotframework-lsp-1.13.0-universal","23.92","?"
"neikeq.godot-csharp-vscode","neikeq.godot-csharp-vscode-0.2.1-universal","23.82","?"
"kaustubhpaturi.py-scope","kaustubhpaturi.py-scope-1.0.0-universal","23.76","?"
"linzy.gd-ai-code-stats","linzy.gd-ai-code-stats-5.0.2-universal","23.6","?"
"ms-toolsai.jupyter-renderers","ms-toolsai.jupyter-renderers-1.3.0","23.4","?"
"shiftspace.shiftspace","shiftspace.shiftspace-0.5.3-universal","23.39","?"
"codacy-app.codacy","codacy-app.codacy-1.15.1-universal","23.3","?"
"thingraph.cad-viewer","thingraph.cad-viewer-1.5.7-universal","23.26","?"
"mefisto04.csv-viewer","mefisto04.csv-viewer-0.0.2-universal","23.19","?"
"kennycha.cursor-chat-keeper","kennycha.cursor-chat-keeper-1.0.1-universal","23.08","?"
"chrisatwindsurf.language-matlab","chrisatwindsurf.language-matlab-1.3.8","23.05","?"
"codium.codium","codium.codium-2.2.5-universal","22.99","?"
"sam20908.vscode-fastolympiccoding","sam20908.vscode-fastolympiccoding-4.0.6-win32-x64","22.99","?"
"liuxy-cn.preview-everything","liuxy-cn.preview-everything-3.6.2-universal","22.87","?"
"tangetsu.furry-ai-state","tangetsu.furry-ai-state-0.2.0-universal","22.86","?"
"shenyq.gs-lang","shenyq.gs-lang-2.2.7-universal","22.83","?"
"mdozairq.flowgenix","mdozairq.flowgenix-1.0.0-universal","22.81","?"
"windriver.windsdksupport","windriver.windsdksupport-24.3.2-canary-open-0407-1052-universal","22.72","?"
"jmbarzee.twf-syntax","jmbarzee.twf-syntax-0.10.2-win32-x64","22.7","?"
"jeilsonaraujo.golden-diff","jeilsonaraujo.golden-diff-2.0.2-universal","22.64","?"
"rjwang.vscode-office-enhanced","rjwang.vscode-office-enhanced-3.7.4-universal","22.37","?"
"digma.digma","digma.digma-0.5.49-universal","22.36","?"
"randomfractalsinc.geo-data-viewer","randomfractalsinc.geo-data-viewer-2.3.0-universal","22.22","?"
"eprojac.seecodes-continious-review","eprojac.seecodes-continious-review-1.0.6-universal","22.22","?"
"nuhmanpk.superlogger","nuhmanpk.superlogger-0.1.5-universal","22.12","?"
"hivejdbc.hive-jdbc","hivejdbc.hive-jdbc-0.6.1-universal","22.12","?"
"jangkiyss.dbdeep","jangkiyss.dbdeep-0.1.8-universal","22.04","?"
"protege-ai.protege","protege-ai.protege-0.1.7-universal","22.04","?"
"laoji.goodcode","laoji.goodcode-0.0.25-universal","21.99","?"
"pacific-system.cursor-economizer","pacific-system.cursor-economizer-0.1.26-universal","21.87","?"
"git-brain.git-brain","git-brain.git-brain-0.0.19-universal","21.86","?"
"scalameta.metals","scalameta.metals-1.68.0-universal","21.8","?"
"dev-hub.devhub-toolkit","dev-hub.devhub-toolkit-0.0.14-universal","21.77","?"
"chrisatwindsurf.swift-vscode","chrisatwindsurf.swift-vscode-2.16.0-dev","21.72","?"
"tuyaopen.tuyaopenide","tuyaopen.tuyaopenide-0.1.1-universal","21.63","?"
"optuna.optuna-dashboard","optuna.optuna-dashboard-0.3.0-universal","21.59","?"
"yorkie.cursor-prompt-sync","yorkie.cursor-prompt-sync-1.0.2-universal","21.24","?"
"mcpsharkinspector.mcp-shark-viewer-for-vscode","mcpsharkinspector.mcp-shark-viewer-for-vscode-1.0.4-universal","21.21","?"
"yuyichao.digitaljs","yuyichao.digitaljs-0.7.3-universal","21.21","?"
"imandra.speclogician","imandra.speclogician-0.4.0-universal","21.2","?"
"echemlabs.pglite-explorer","echemlabs.pglite-explorer-0.4.0-universal","21.19","?"
